question,answer
How was coal shipped from the Somerset Coalfield?,Coal from the Somerset Coalfield was shipped using the West Somerset Mineral Railway to Watchet Harbour for shipment to the furnaces at Ebbw Vale.
What was prohibited after the 1950s? ,Marriage between European and Asian Americans was prohibited until the 1950s.
What royal residence did George VI own?,Balmoral Castle
After what time did anybody you could get away with using the title architect do so?,"After the mid-century, anybody who could get away with it started using the title architect."
From what country do most tourists to Namibia come from?,The majority of tourists to Namibia come from neighboring South Africa.
What does the level of an achievement resulting from a pathogen depend on?,"The level of an achievement resulting from a pathogen depends on the ability of the pathogen to damage the host as well as the ability of the host to resist the pathogen. Additionally, the host's immune system can also cause damage to the host in an attempt to control the infection."
When did Ontario repeal the Canada Corporations Act?,Ontario repealed the Canada Corporations Act in 2010 when it adopted the Ontario Not-for-Profit Corporations Act.
What rule predicts that emitted energy decreases with temperature?,The Stefan-Boltzmann law predicts that emitted energy decreases with temperature.
Who was expelled from the National Labour Organisation?,Ramsay MacDonald was expelled from the National Labour Organisation.
When was the Conservative party 17 million in debt?,The Conservative party was £17 million in debt between January and March 2008.
"In 1923, what was discovered to be safer to treat encephelitis?",Formaldehyde was discovered to be safer to treat encephalitis in 1923.
 Which program facilitates the exchange students across Asia?,The program that facilitates the exchange students across Asia is the Asia Exchange program.
Who is attributed as the only person to document zinc?,Paracelsus
What year was the Purification of the Blessed Virgin Mary?,The Purification of the Blessed Virgin Mary is celebrated on February 2nd.
What does animal migration reduce competition for?,Animal migration reduces competition for food and shelter.
Where can the Community Tool Box not be found?,"The Community Tool Box cannot be found in physical form or in a specific location, as it is an online resource accessible through the internet."
"What creates conversation called a ""frame""?","Codecs create conversation called a ""frame"" to create discrete data segments for encoding and decoding."
Whose football fields are hundred 50 yards wide and 65 yards long?,Canadian football fields are 150 yards wide and 65 yards long.
In what province do Canadians have a majority?,"In the province of Samtskhe-Javakheti in Georgia, Canadians of Armenian descent have a majority."
Mexico refers to a university in what other way?,Varsity
What allowed Utrecht to become a major global trading center?,"The location on the banks of the river Rhine, city rights granted by Henry V in 1122, the canalization of the old Rhine bed, the construction of wharf systems and storage facilities, and the commissioning of the Vaartse Rijn canal all allowed Utrecht to become a major global trading center."
What did Proto-Indo-European form with Balto languages?,"Proto-Indo-European formed a linguistic connection with the Balto languages, leading to the development of the Balto-Slavic language stage."
What type of light bulbs use less energy than alternatives?,CFLs (Compact Fluorescent Lamps) and LED (Light Emitting Diode) lamps use less energy than incandescent light bulbs.
