question,answer,reference
Who wrote the music to the lion king?,"The music for ""The Lion King"" was composed by Elton John, with lyrics by Tim Rice.","Disambiguation 1. Question: Who wrote the music to the 1994 lion king film? Answer:Elton John and Tim Rice and Hans Zimmer
Disambiguation 2. Question: Who wrote the music to the 2019 lion king film? Answer:Elton John and Tim Rice, Hans Zimmer, Lebo M. and Beyoncé
"
When did khalid write young dumb and broke?,"Khalid wrote the song ""Young Dumb & Broke"" in 2016.","Disambiguation 1. Question: When did khalid write and release young dumb and broke for digital download? Answer:February 2, 2017
Disambiguation 2. Question: When did khalid write and release young dumb and broke for the radio? Answer:June 13, 2017
"
Who sang the duet at the end of beauty and the beast?,"The duet at the end of ""Beauty and the Beast"" was sung by Celine Dion and Peabo Bryson.","Disambiguation 1. Question: Who sang the duet at the end of beauty and the beast for belle? Answer:Ariana Grande
Disambiguation 2. Question: Who sang the duet at the end of beauty and the beast for beast? Answer:John Roger Stephens
"
When was the forbidden city opened to the public?,"The Forbidden City in Beijing, China, was opened to the public as a museum in 1925.","Disambiguation 1. Question: At what point was the forbidden city opened to the public? Answer:when it was transformed into the Palace Museum
Disambiguation 2. Question: In what year was the forbidden city opened to the public? Answer:1925
"
Where is the orange bowl held this year?,"I'm sorry, but the question is ambiguous as it does not specify which orange bowl event or competition is being referred to. Without further context, I am unable to provide a specific answer.","Disambiguation 1. Question: In what stadium is the Orange Bowl held in 2018? Answer:Hard Rock Stadium
Disambiguation 2. Question: In what city is the Orange Bowl held in 2018? Answer:Miami Gardens, Florida
Disambiguation 3. Question: In what stadium is the Orange Bowl held in 2017? Answer:Hard Rock Stadium
Disambiguation 4. Question: In what city is the Orange Bowl held in 2017? Answer:Miami Gardens, Florida
Disambiguation 5. Question: In what stadium is the Orange Bowl held in 2016? Answer:Hard Rock Stadium
Disambiguation 6. Question: In what city is the Orange Bowl held in 2016? Answer:Miami Gardens, Florida
"
When is the last time the browns went to the playoffs?,The last time the Cleveland Browns went to the playoffs was in the 2020-2021 NFL season.,"Disambiguation 1. Question: What season is the last time the browns went to the playoffs? Answer:2002 NFL season
Disambiguation 2. Question: What date is the last time the browns went to the playoffs? Answer:2003
"
Who provides the weather forecast for the bbc?,"The weather forecast for the BBC is typically provided by the Met Office, which is the United Kingdom's national weather service.","Disambiguation 1. Question: What department provides the weather forecast for the bbc? Answer:BBC Weather
Disambiguation 2. Question: Who is the most famous eccentric presenter who provides the weather forecast for the bbc? Answer:Michael Fish
Disambiguation 3. Question: Who are the current forecasters who provides the weather forecast for the bbc? Answer:Darren Bett
"
Who wrote the song what do you want from me?,"The song ""What Do You Want from Me"" was written by Adam Lambert, Sam Sparro, and Max Martin.","Disambiguation 1. Question: Who wrote the song ""What Do You Want From Me?"" by Pink Floyd? Answer:David Gilmour, Polly Samson
Disambiguation 2. Question: Who wrote the song ""What Do You Want From Me?"" by Monaco? Answer:Peter Hook, David Potts
Disambiguation 3. Question: Who wrote the song ""What Do You Want From Me?"" by Cascada? Answer:Tony Cornelissen, Manuel Reuter & Yann Peifer
Disambiguation 4. Question: Who wrote the song ""What Do You Want From Me?"" by Forever the Sickest Kids? Answer:Austin Bello, Caleb Turman, Shep Goodman
Disambiguation 5. Question: Who wrote the song ""Whataya Want From Me?"" by Adam Lambert? Answer:Alecia Moore, Max Martin, Johan Schuster
"
When did the lion king open on broadway?,"The Lion King opened on Broadway on November 13, 1997.","Disambiguation 1. Question: When did the lion king open on broadway in previews? Answer:October 15, 1997
Disambiguation 2. Question: When did the lion king officially open on broadway? Answer:November 13, 1997
"
Where does southwest airlines fly in the caribbean?,"Southwest Airlines flies to several destinations in the Caribbean, including Aruba, Bahamas, Belize, Costa Rica, Cuba, Dominican Republic, Jamaica, Mexico, Puerto Rico, and Turks and Caicos. It is important to check the Southwest Airlines website for the most up-to-date information on specific routes and destinations within the Caribbean.","Disambiguation 1. Question: Where in the Bahamas does southwest airlines fly in the caribbean? Answer:Nassau
Disambiguation 2. Question: Where in Cayman Islands does southwest airlines fly in the caribbean? Answer:Owen Roberts International Airport
Disambiguation 3. Question: Where in Costa Rica does southwest airlines fly in the caribbean? Answer:Daniel Oduber Quirós International Airport
Disambiguation 4. Question: Where in Cuba does southwest airlines fly in the caribbean? Answer:Havana
Disambiguation 5. Question: Where in the Dominican Republic does southwest airlines fly in the caribbean? Answer:Punta Cana
Disambiguation 6. Question: Where in Jamaica does southwest airlines fly in the caribbean? Answer:Sangster International Airport
Disambiguation 7. Question: Where in Mexico does southwest airlines fly in the caribbean? Answer:Cozumel
"
Who died in the plane crash grey's anatomy?,"There have been multiple plane crashes depicted on Grey's Anatomy throughout the series, resulting in various characters being involved in these incidents. Without specific details or context provided, it is unclear which particular plane crash you are referring to. Therefore, I am unable to provide a definitive answer to your question.","Disambiguation 1. Question: Which character died in the plane crash grey's anatomy? Answer:Alexandra Caroline Grey
Disambiguation 2. Question: Which actor died in the plane crash grey's anatomy? Answer:Chyler Leigh
"
How many cards do you get when you play uno?,"When you play Uno, each player is typically dealt 7 cards at the beginning of the game. So, the number of cards you get when you play Uno depends on the number of players participating in the game.","Disambiguation 1. Question: How many cards do you get at the beginning of the game when you play uno? Answer:seven
Disambiguation 2. Question: How many cards do you get when you play uno during your turn if you do not play a card? Answer:1
Disambiguation 3. Question: How many cards do you get when you play uno and the player before you in sequence plays a Draw Two card? Answer:Two
Disambiguation 4. Question: How many cards do you get when you play uno and the player before you in sequence plays a Wild Draw Four card? Answer:Four
"
When did little shop of horrors come out?,"The question is asking about the release date of the movie ""Little Shop of Horrors."" The original film ""Little Shop of Horrors"" was released in 1960, directed by Roger Corman. However, there was also a musical adaptation released in 1986, directed by Frank Oz. Therefore, it is important to specify which version of ""Little Shop of Horrors"" is being referred to in order to provide an accurate answer.","Disambiguation 1. Question: When did the movie The Little Shop of Horrors come out? Answer:September 14, 1960
Disambiguation 2. Question: When did the musical Little Shop of Horrors come out in Australia? Answer:November 1984
Disambiguation 3. Question: When did the film Little Shop of Horrors come out? Answer:December 19, 1986
"
